time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1633357039,634000,5198,11.1875,56,12,3,1970-01-01T03:00:01
1633357040,595000,5216,11.1875,60,12,3,1970-01-01T03:00:04
1633357041,556000,6097,11.1875,72,12,3,1970-01-01T03:00:05
1633357042,517000,7201,11.25,112,12,3,1980-01-06T03:00:04
1633357043,478000,8128,11.25,131,12,3,1980-01-06T03:00:05
1633357044,436000,9162,11.25,159,12,3,1980-01-06T03:00:06
1633357045,396000,10094,11.25,172,12,3,1980-01-06T03:00:07
1633357046,358000,11124,11.25,190,12,3,1980-01-06T03:00:08
1633357047,318000,12164,11.25,220,12,3,1980-01-06T03:00:09
1633357048,276000,13079,11.25,226,12,3,1980-01-06T03:00:10
1633357049,236000,14078,11.25,236,12,3,1980-01-06T03:00:11
1633357050,198000,15080,11.25,244,12,3,1980-01-06T03:00:12
1633357051,157000,16078,11.25,254,12,3,1980-01-06T03:00:13
1633357052,424000,17080,11.25,6,12,3,1980-01-06T03:00:14
1633357053,383000,18079,11.25,16,12,3,1980-01-06T03:00:15
1633357054,341000,19077,11.25,24,12,3,1980-01-06T03:00:16
1633357055,300000,20077,11.25,34,12,3,1980-01-06T03:00:17
1633357056,262000,21079,11.25,42,12,3,1980-01-06T03:00:18
1633357057,221000,22078,11.25,52,12,3,1980-01-06T03:00:19
1633357058,183000,23080,11.25,60,12,3,1980-01-06T03:00:20
1633357059,142000,24079,11.25,70,12,3,1980-01-06T03:00:21
1633357060,408000,25077,11.3125,78,12,3,1980-01-06T03:00:22
1633357061,367000,26077,11.3125,88,12,3,1980-01-06T03:00:23
1633357062,329000,27079,11.3125,96,12,3,1980-01-06T03:00:24
1633357063,288000,28078,11.3125,106,12,3,1980-01-06T03:00:25
1633357064,246000,29076,11.3125,114,12,3,1980-01-06T03:00:26
1633357065,209000,30080,11.375,124,12,3,1980-01-06T03:00:27
1633357066,167000,31078,11.375,132,12,3,1980-01-06T03:00:28
1633357067,433000,32077,11.375,142,12,3,1980-01-06T03:00:29
1633357068,394000,33079,11.375,150,12,3,1980-01-06T03:00:30
1633357069,354000,34078,11.375,160,12,3,1980-01-06T03:00:31
1633357070,312000,35076,11.375,168,12,3,1980-01-06T03:00:32
1633357071,275000,36080,11.375,178,12,3,1980-01-06T03:00:33
1633357072,233000,37078,11.4375,186,12,3,1980-01-06T03:00:34
1633357073,193000,38077,11.4375,196,12,3,1980-01-06T03:00:35
1633357074,154000,39079,11.4375,204,12,3,1980-01-06T03:00:36
1633357075,421000,40079,11.4375,214,12,3,1980-01-06T03:00:37
1633357076,379000,41077,11.4375,222,12,3,1980-01-06T03:00:38
1633357077,339000,42076,11.5,232,12,3,1980-01-06T03:00:39
1633357078,300000,43078,11.5,240,12,3,1980-01-06T03:00:40
1633357079,260000,44078,11.5,250,12,3,1980-01-06T03:00:41
1633357080,222000,45080,11.5,2,12,3,1980-01-06T03:00:42
1633357081,181000,46079,11.5,12,12,3,1980-01-06T03:00:43
1633357082,139000,47077,11.5,20,12,3,1980-01-06T03:00:44
1633357083,409000,48077,11.5,30,12,3,1980-01-06T03:00:45
1633357084,371000,49078,11.5,38,12,3,1980-01-06T03:00:46
1633357085,331000,50078,11.5625,48,12,3,1980-01-06T03:00:47
1633357086,289000,51076,11.5625,56,12,3,1980-01-06T03:00:48
1633357087,252000,52080,11.5625,66,12,3,1980-01-06T03:00:49
1633357088,210000,53078,11.5625,74,12,3,1980-01-06T03:00:50
1633357089,169000,54077,11.5625,84,12,3,1980-01-06T03:00:51
1633357090,131000,55079,11.5625,92,12,3,1980-01-06T03:00:52
1633357091,398000,56078,11.625,102,12,3,1980-01-06T03:00:53
1633357092,356000,57076,11.625,110,12,3,1980-01-06T03:00:54
1633357093,320000,58080,11.625,120,12,3,1980-01-06T03:00:55
1633357094,278000,59078,11.625,128,12,3,1980-01-06T03:00:56
1633357095,237000,60077,11.625,138,12,3,1980-01-06T03:00:57
1633357096,199000,61080,11.625,146,12,3,1980-01-06T03:00:58
1633357097,158000,62079,11.6875,156,12,3,1980-01-06T03:00:59
1633357098,424000,63077,11.6875,164,12,3,1980-01-06T03:01:00
1633357099,384000,64076,11.6875,174,12,3,1980-01-06T03:01:01
1633357100,346000,65078,11.6875,182,12,3,1980-01-06T03:01:02
1633357101,305000,66078,11.6875,192,12,3,1980-01-06T03:01:03
1633357102,267000,67080,11.6875,200,12,3,1980-01-06T03:01:04
1633357103,226000,68080,11.75,210,12,3,1980-01-06T03:01:05
1633357104,184000,69078,11.75,218,12,3,1980-01-06T03:01:06
1633357105,144000,70077,11.75,228,12,3,1980-01-06T03:01:07
1633357106,415000,71079,11.75,236,12,3,1980-01-06T03:01:08
1633357107,374000,72079,11.75,246,12,3,1980-01-06T03:01:09
1633357108,332000,73077,11.8125,254,12,3,1980-01-06T03:01:10
1633357109,291000,74076,11.8125,8,12,3,1980-01-06T03:01:11
1633357110,253000,75078,11.8125,16,12,3,1980-01-06T03:01:12
1633357111,213000,76078,11.8125,26,12,3,1980-01-06T03:01:13
1633357112,175000,77080,11.8125,34,12,3,1980-01-06T03:01:14
1633357113,134000,78079,11.875,44,12,3,1980-01-06T03:01:15
1633357114,398000,79077,11.8125,52,12,3,1980-01-06T03:01:16
1633357115,357000,80077,11.875,62,12,3,1980-01-06T03:01:17
1633357116,319000,81079,11.875,70,12,3,1980-01-06T03:01:18
1633357117,279000,82079,11.875,80,12,3,1980-01-06T03:01:19
1633357118,237000,83077,11.875,88,12,3,1980-01-06T03:01:20
1633357119,196000,84076,11.875,98,12,3,1980-01-06T03:01:21
1633357120,158000,85078,11.9375,106,12,3,1980-01-06T03:01:22
1633357121,117000,86078,11.9375,116,12,3,1980-01-06T03:01:23
1633357122,388000,87080,11.9375,124,12,3,1980-01-06T03:01:24
1633357123,347000,88079,11.9375,134,12,3,1980-01-06T03:01:25
1633357124,305000,89077,11.9375,142,12,3,1980-01-06T03:01:26
1633357125,265000,90077,11.9375,152,12,3,1980-01-06T03:01:27
1633357126,226000,91079,12,160,12,3,1980-01-06T03:01:28
1633357127,186000,92078,12,170,12,3,1980-01-06T03:01:29
1633357128,144000,93076,12,178,12,3,1980-01-06T03:01:30
1633357129,418000,94080,12,188,12,3,1980-01-06T03:01:31
1633357130,376000,95078,12.0625,196,12,3,1980-01-06T03:01:32
1633357131,335000,96077,12,206,12,3,1980-01-06T03:01:33
1633357132,297000,97079,12.0625,214,12,3,1980-01-06T03:01:34
1633357133,256000,98079,12.0625,224,12,3,1980-01-06T03:01:35
1633357134,214000,99077,12.0625,232,12,3,1980-01-06T03:01:36
1633357135,174000,100077,12.0625,242,12,3,1980-01-06T03:01:37
1633357136,136000,101079,12.125,250,12,3,1980-01-06T03:01:38
1633357137,405000,102078,12.125,4,12,3,1980-01-06T03:01:39
1633357138,363000,103076,12.125,12,12,3,1980-01-06T03:01:40
1633357139,326000,104080,12.125,22,12,3,1980-01-06T03:01:41
1633357140,284000,105078,12.125,30,12,3,1980-01-06T03:01:42
1633357141,243000,106077,12.1875,40,12,3,1980-01-06T03:01:43
1633357142,205000,107079,12.1875,48,12,3,1980-01-06T03:01:44
1633357143,165000,108079,12.1875,58,12,3,1980-01-06T03:01:45
1633357144,123000,109077,12.1875,66,12,3,1980-01-06T03:01:46
1633357145,390000,110076,12.1875,76,12,3,1980-01-06T03:01:47
1633357146,351000,111078,12.1875,84,12,3,1980-01-06T03:01:48
1633357147,311000,112078,12.25,94,12,3,1980-01-06T03:01:49
1633357148,273000,113080,12.25,102,12,3,1980-01-06T03:01:50
1633357149,232000,114079,12.25,112,12,3,1980-01-06T03:01:51
