time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian
1633357043,214000,5215,1,1,64,64,0,0,30,30,30,30,0,0,3,72,33,30,1,0,0,0,0,0,3,0,0,0,74,11,0,1980-01-06T03:00:05
1633357044,467000,6469,2,2,127,127,0,0,56,56,56,56,0,0,13,72,69,56,2,0,0,0,0,0,13,0,0,0,100,11,0,1980-01-06T03:00:06
1633357045,471000,7472,3,3,189,189,0,0,83,83,83,82,0,0,20,72,103,83,3,0,0,0,0,0,20,0,0,0,126,11,0,1980-01-06T03:00:07
1633357046,684000,8686,4,4,259,259,0,0,113,113,113,112,0,0,29,72,142,113,4,0,0,0,0,0,29,0,0,0,157,11,0,1980-01-06T03:00:08
1633357047,898000,9899,5,5,332,332,0,0,144,144,144,144,0,0,39,72,183,144,5,0,0,0,0,0,39,0,0,0,188,11,0,1980-01-06T03:00:09
1633357049,115000,11116,5,5,402,402,1,1,174,174,174,174,0,0,48,72,222,174,6,0,0,0,0,0,48,0,0,0,220,11,0,1980-01-06T03:00:11
1633357050,329000,12330,5,5,479,479,2,2,207,207,207,207,0,0,58,72,265,207,7,0,0,0,0,0,58,0,0,0,251,11,0,1980-01-06T03:00:12
1633357051,543000,13544,5,5,549,549,3,3,237,237,237,237,0,0,67,72,304,237,8,0,0,0,0,0,67,0,0,0,26,11,0,1980-01-06T03:00:13
1633357052,758000,14757,5,5,619,619,4,4,267,267,267,267,0,0,76,72,343,267,9,0,0,0,0,0,76,0,0,0,57,11,0,1980-01-06T03:00:14
1633357053,973000,15971,5,5,696,696,5,5,300,300,300,300,0,0,86,72,386,300,10,0,0,0,0,0,86,0,0,0,87,11,0,1980-01-06T03:00:15
1633357055,191000,17188,5,5,767,767,7,7,330,330,330,330,0,0,95,72,425,330,12,0,0,0,0,0,95,0,0,0,119,11,0,1980-01-06T03:00:17
1633357056,406000,18402,5,5,842,842,8,8,362,362,362,362,0,0,105,72,467,362,13,0,0,0,0,0,105,0,0,0,150,11,0,1980-01-06T03:00:18
1633357057,621000,19615,5,5,912,912,9,9,392,392,392,392,0,0,114,72,506,392,14,0,0,0,0,0,114,0,0,0,181,11,0,1980-01-06T03:00:19
1633357058,836000,20829,5,5,986,986,10,10,424,424,424,423,0,0,123,72,547,424,15,0,0,0,0,0,123,0,0,0,212,11,0,1980-01-06T03:00:20
1633357060,54000,22046,5,5,1059,1059,11,11,455,455,455,455,0,0,133,72,588,455,16,0,0,0,0,0,133,0,0,0,242,11,0,1980-01-06T03:00:22
1633357061,269000,23260,5,5,1131,1131,12,12,486,486,486,485,0,0,142,72,628,486,17,0,0,0,0,0,142,0,0,0,18,11,0,1980-01-06T03:00:23
1633357062,484000,24474,5,5,1204,1204,13,13,517,517,517,517,0,0,152,72,669,517,18,0,0,0,0,0,152,0,0,0,49,11,0,1980-01-06T03:00:24
1633357063,699000,25688,5,5,1274,1274,14,14,547,547,547,547,0,0,161,72,708,547,19,0,0,0,0,0,161,0,0,0,80,11,0,1980-01-06T03:00:25
1633357064,914000,26901,5,5,1348,1348,15,15,579,579,579,578,0,0,170,72,749,579,20,0,0,0,0,0,170,0,0,0,110,11,0,1980-01-06T03:00:26
