time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian
5,821000,6073,15.071368217468262,3.2720301151275635,0.0,5,12,0,1970-01-01T03:00:05
315964804,527000,7075,15.300008773803711,3.271833658218384,0.0,6,12,0,1980-01-06T03:00:04
315964805,488000,8075,15.54679012298584,3.2759125232696533,0.0,7,12,0,1980-01-06T03:00:05
315964810,294000,13082,15.90567684173584,3.2828500270843506,0.0,12,12,0,1980-01-06T03:00:10
315964823,408000,26106,16.56505584716797,3.2906105518341064,0.0,25,12,0,1980-01-06T03:00:23
315964827,257000,30117,16.7377986907959,3.2829160690307617,0.0,29,12,0,1980-01-06T03:00:27
315964831,414000,34127,16.91710090637207,3.2897732257843018,0.0,33,12,0,1980-01-06T03:00:31
315964832,375000,35129,16.99142074584961,3.2895970344543457,0.0,34,12,0,1980-01-06T03:00:32
315964836,222000,39136,17.13484001159668,3.289619207382202,0.0,38,12,0,1980-01-06T03:00:36
315964837,489000,40136,16.94151496887207,3.2819950580596924,0.0,39,12,0,1980-01-06T03:00:37
315964839,414000,42141,17.137508392333984,3.2935879230499268,0.0,41,12,0,1980-01-06T03:00:39
315964840,376000,43143,17.13733673095703,3.2845840454101562,0.0,42,12,0,1980-01-06T03:00:40
315964841,339000,44146,17.15255355834961,3.285066843032837,0.0,43,12,0,1980-01-06T03:00:41
315964842,301000,45148,17.16019058227539,3.2858574390411377,0.0,44,12,0,1980-01-06T03:00:42
315964843,264000,46152,17.174270629882812,3.2924182415008545,0.0,45,12,0,1980-01-06T03:00:43
315964846,458000,49155,17.245838165283203,3.285066843032837,0.0,48,12,0,1980-01-06T03:00:46
315964847,421000,50159,17.250608444213867,3.2849128246307373,0.0,49,12,0,1980-01-06T03:00:47
315964848,383000,51161,17.293729782104492,3.2925286293029785,0.0,50,12,0,1980-01-06T03:00:48
315964851,268000,54166,17.371599197387695,3.2885403633117676,0.0,53,12,0,1980-01-06T03:00:51
315964852,229000,55168,17.396041870117188,3.284715414047241,0.0,54,12,0,1980-01-06T03:00:52
315964853,500000,56171,17.408418655395508,3.284451961517334,0.0,55,12,0,1980-01-06T03:00:53
315964855,422000,58173,17.390932083129883,3.292329788208008,0.0,57,12,0,1980-01-06T03:00:55
315964856,383000,59175,17.369129180908203,3.2925949096679688,0.0,58,12,0,1980-01-06T03:00:56
315964857,347000,60178,17.428659439086914,3.2928152084350586,0.0,59,12,0,1980-01-06T03:00:57
315964858,309000,61180,17.4101505279541,3.2826530933380127,0.0,60,12,0,1980-01-06T03:00:58
315964859,268000,62180,17.45755958557129,3.2831132411956787,0.0,61,12,0,1980-01-06T03:00:59
315964860,538000,63182,17.429540634155273,3.2908527851104736,0.0,62,12,0,1980-01-06T03:01:00
315964861,498000,64181,17.433996200561523,3.290411949157715,0.0,63,12,0,1980-01-06T03:01:01
315964862,459000,65183,17.469539642333984,3.2906105518341064,0.0,64,12,0,1980-01-06T03:01:02
315964863,419000,66183,17.441633224487305,3.2924182415008545,0.0,65,12,0,1980-01-06T03:01:03
315964864,380000,67185,17.533100128173828,3.2836620807647705,0.0,66,12,0,1980-01-06T03:01:04
315964865,344000,68188,17.57645034790039,3.28243350982666,0.0,67,12,0,1980-01-06T03:01:05
315964866,306000,69190,17.597003936767578,3.2826311588287354,0.0,68,12,0,1980-01-06T03:01:06
