time_s,time_us,time_steady,rx_packet_start_cnt,rx_packet_done_cnt,rx_cmds_start_cnt,rx_cmds_done_cnt,rx_drops_start_cnt,rx_drops_done_cnt,tx_psize_start_cnt,tx_psize_done_cnt,tx_packet_start_cnt,tx_packet_done_cnt,tx_zeroes_start_cnt,tx_zeroes_done_cnt,tx_empty_buffer_cnt,tx_overruns_cnt,cmds_get_size_cnt,cmds_get_packet_cnt,cmds_set_packet_cnt,cmds_invalid_cnt,restarts_cnt,berr_cnt,arlo_cnt,ovf_cnt,af_cnt,btf_cnt,tx_wrong_size_cnt,rx_wrong_size_cnt,seq,srcSystem,srcComponent,time_gregorian
1,14000,1066,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,4,12,0,1970-01-01T03:00:01
5,819000,6070,1,1,44,44,0,0,18,18,18,18,0,0,7,1842,25,18,1,0,0,0,0,0,7,0,0,0,66,12,0,1970-01-01T03:00:05
315964804,524000,7072,2,2,72,72,0,0,27,27,27,27,0,0,16,1846,43,27,2,0,0,0,0,0,16,0,0,0,78,12,0,1980-01-06T03:00:04
315964805,485000,8072,3,3,102,102,0,0,38,38,38,38,0,0,23,1876,61,38,3,0,0,0,0,0,23,0,0,0,118,12,0,1980-01-06T03:00:05
315964806,447000,9075,4,4,129,129,0,0,47,47,47,47,0,0,31,1887,78,47,4,0,0,0,0,0,31,0,0,0,138,12,0,1980-01-06T03:00:06
315964807,407000,10075,5,5,157,157,0,0,57,57,57,57,0,0,38,1908,95,57,5,0,0,0,0,0,38,0,0,0,168,12,0,1980-01-06T03:00:07
315964808,369000,11077,6,6,182,182,0,0,65,65,65,65,0,0,46,1912,111,65,6,0,0,0,0,0,46,0,0,0,179,12,0,1980-01-06T03:00:08
315964809,329000,12077,7,7,211,211,0,0,75,75,75,75,0,0,54,1923,129,75,7,0,0,0,0,0,54,0,0,0,199,12,0,1980-01-06T03:00:09
315964810,291000,13079,7,7,240,240,0,0,86,86,86,86,0,0,61,1944,147,86,7,0,0,0,0,0,61,0,0,0,228,12,0,1980-01-06T03:00:10
315964823,405000,26103,19,19,567,567,0,0,193,193,193,192,0,0,162,1968,355,193,19,0,0,0,0,0,162,0,0,0,90,12,0,1980-01-06T03:00:23
315964827,254000,30114,23,23,673,673,0,0,228,228,228,228,0,0,194,1974,422,228,23,0,0,0,0,0,194,0,0,0,126,12,0,1980-01-06T03:00:27
315964831,407000,34120,26,26,773,773,0,0,261,261,261,261,0,0,225,1980,486,261,26,0,0,0,0,0,225,0,0,0,162,12,0,1980-01-06T03:00:31
315964832,369000,35122,27,27,802,802,0,0,271,271,271,271,0,0,233,1980,504,271,27,0,0,0,0,0,233,0,0,0,170,12,0,1980-01-06T03:00:32
315964836,215000,39129,31,31,905,905,0,0,305,305,305,305,0,0,264,1986,569,305,31,0,0,0,0,0,264,0,0,0,206,12,0,1980-01-06T03:00:36
315964837,486000,40133,32,32,936,936,0,0,316,316,316,316,0,0,272,1986,588,316,32,0,0,0,0,0,272,0,0,0,216,12,0,1980-01-06T03:00:37
315964839,411000,42138,34,34,989,989,0,0,334,334,334,334,0,0,287,1988,621,334,34,0,0,0,0,0,287,0,0,0,234,12,0,1980-01-06T03:00:39
315964840,373000,43140,35,35,1016,1016,0,0,343,343,343,343,0,0,295,1988,638,343,35,0,0,0,0,0,295,0,0,0,242,12,0,1980-01-06T03:00:40
315964842,298000,45145,36,36,1070,1070,0,0,362,362,362,362,0,0,310,1989,672,362,36,0,0,0,0,0,310,0,0,0,4,12,0,1980-01-06T03:00:42
315964843,258000,46145,37,37,1101,1101,0,0,373,373,373,373,0,0,318,1989,691,373,37,0,0,0,0,0,318,0,0,0,14,12,0,1980-01-06T03:00:43
315964846,455000,49152,40,40,1177,1177,0,0,398,398,398,398,0,0,341,1993,739,398,40,0,0,0,0,0,341,0,0,0,40,12,0,1980-01-06T03:00:46
315964847,415000,50152,41,41,1208,1208,0,0,409,409,409,409,0,0,349,1993,758,409,41,0,0,0,0,0,349,0,0,0,50,12,0,1980-01-06T03:00:47
315964848,377000,51154,42,42,1234,1234,0,0,418,418,418,417,0,0,356,1993,774,418,42,0,0,0,0,0,356,0,0,0,58,12,0,1980-01-06T03:00:48
315964851,261000,54159,45,45,1315,1315,0,0,445,445,445,445,0,0,380,1997,825,445,45,0,0,0,0,0,380,0,0,0,86,12,0,1980-01-06T03:00:51
315964852,223000,55161,45,45,1341,1341,0,0,454,454,454,454,0,0,388,1997,842,454,45,0,0,0,0,0,388,0,0,0,94,12,0,1980-01-06T03:00:52
315964853,494000,56164,46,46,1372,1372,0,0,465,465,465,465,0,0,396,1997,861,465,46,0,0,0,0,0,396,0,0,0,104,12,0,1980-01-06T03:00:53
315964855,415000,58166,48,48,1425,1425,0,0,483,483,483,483,0,0,411,1999,894,483,48,0,0,0,0,0,411,0,0,0,122,12,0,1980-01-06T03:00:55
315964856,377000,59168,49,49,1452,1452,0,0,492,492,492,492,0,0,419,1999,911,492,49,0,0,0,0,0,419,0,0,0,130,12,0,1980-01-06T03:00:56
315964857,340000,60171,50,50,1483,1483,0,0,503,503,503,503,0,0,427,1999,930,503,50,0,0,0,0,0,427,0,0,0,140,12,0,1980-01-06T03:00:57
315964858,302000,61173,51,51,1510,1510,0,0,512,512,512,512,0,0,435,1999,947,512,51,0,0,0,0,0,435,0,0,0,148,12,0,1980-01-06T03:00:58
315964860,531000,63175,53,53,1565,1565,0,0,531,531,531,531,0,0,450,2000,981,531,53,0,0,0,0,0,450,0,0,0,166,12,0,1980-01-06T03:01:00
315964861,495000,64178,54,54,1596,1596,0,0,542,542,542,542,0,0,458,2000,1000,542,54,0,0,0,0,0,458,0,0,0,176,12,0,1980-01-06T03:01:01
315964862,456000,65180,54,54,1622,1622,0,0,551,551,551,551,0,0,466,2000,1017,551,54,0,0,0,0,0,466,0,0,0,184,12,0,1980-01-06T03:01:02
315964863,416000,66180,55,55,1650,1650,0,0,561,561,561,561,0,0,473,2000,1034,561,55,0,0,0,0,0,473,0,0,0,194,12,0,1980-01-06T03:01:03
315964864,378000,67182,56,56,1679,1679,0,0,571,571,571,571,0,0,481,2000,1052,571,56,0,0,0,0,0,481,0,0,0,202,12,0,1980-01-06T03:01:04
315964865,341000,68185,57,57,1710,1710,0,0,582,582,582,582,0,0,489,2000,1071,582,57,0,0,0,0,0,489,0,0,0,212,12,0,1980-01-06T03:01:05
315964866,303000,69187,58,58,1737,1737,0,0,591,591,591,591,0,0,497,2000,1088,591,58,0,0,0,0,0,497,0,0,0,220,12,0,1980-01-06T03:01:06
315964867,262000,70187,59,59,1767,1767,0,0,602,602,602,602,0,0,504,2000,1106,602,59,0,0,0,0,0,504,0,0,0,230,12,0,1980-01-06T03:01:07
315964868,533000,71189,60,60,1794,1794,0,0,611,611,611,611,0,0,512,2000,1123,611,60,0,0,0,0,0,512,0,0,0,238,12,0,1980-01-06T03:01:08
315964869,492000,72189,61,61,1825,1825,0,0,622,622,622,622,0,0,520,2000,1142,622,61,0,0,0,0,0,520,0,0,0,248,12,0,1980-01-06T03:01:09
315964870,454000,73191,62,62,1851,1851,0,0,631,631,631,630,0,0,527,2000,1158,631,62,0,0,0,0,0,527,0,0,0,0,12,0,1980-01-06T03:01:10
315964871,418000,74194,63,63,1882,1882,0,0,642,642,642,642,0,0,535,2000,1177,642,63,0,0,0,0,0,535,0,0,0,10,12,0,1980-01-06T03:01:11
315964872,379000,75196,64,64,1909,1909,0,0,651,651,651,651,0,0,543,2000,1194,651,64,0,0,0,0,0,543,0,0,0,18,12,0,1980-01-06T03:01:12
315964873,343000,76200,64,64,1939,1939,0,0,662,662,662,662,0,0,551,2000,1213,662,64,0,0,0,0,0,551,0,0,0,28,12,0,1980-01-06T03:01:13
315964874,304000,77202,65,65,1966,1966,0,0,671,671,671,671,0,0,559,2000,1230,671,65,0,0,0,0,0,559,0,0,0,36,12,0,1980-01-06T03:01:14
315964875,264000,78201,66,66,1996,1996,0,0,682,682,682,682,0,0,566,2000,1248,682,66,0,0,0,0,0,566,0,0,0,46,12,0,1980-01-06T03:01:15
315964876,532000,79203,67,67,2023,2023,0,0,691,691,691,691,0,0,574,2000,1265,691,67,0,0,0,0,0,574,0,0,0,54,12,0,1980-01-06T03:01:16
315964877,491000,80203,68,68,2053,2053,0,0,702,702,702,702,0,0,581,2000,1283,702,68,0,0,0,0,0,581,0,0,0,64,12,0,1980-01-06T03:01:17
315964878,453000,81205,69,69,2080,2080,0,0,711,711,711,711,0,0,589,2000,1300,711,69,0,0,0,0,0,589,0,0,0,72,12,0,1980-01-06T03:01:18
315964879,416000,82208,70,70,2111,2111,0,0,722,722,722,722,0,0,597,2000,1319,722,70,0,0,0,0,0,597,0,0,0,82,12,0,1980-01-06T03:01:19
315964880,378000,83210,71,71,2138,2138,0,0,731,731,731,731,0,0,605,2000,1336,731,71,0,0,0,0,0,605,0,0,0,90,12,0,1980-01-06T03:01:20
315964881,338000,84210,72,72,2168,2168,0,0,742,742,742,742,0,0,612,2000,1354,742,72,0,0,0,0,0,612,0,0,0,100,12,0,1980-01-06T03:01:21
315964882,300000,85212,73,73,2195,2195,0,0,751,751,751,751,0,0,620,2000,1371,751,73,0,0,0,0,0,620,0,0,0,108,12,0,1980-01-06T03:01:22
315964883,571000,86216,74,74,2226,2226,0,0,762,762,762,762,0,0,628,2000,1390,762,74,0,0,0,0,0,628,0,0,0,118,12,0,1980-01-06T03:01:23
315964884,533000,87217,74,74,2252,2252,0,0,771,771,771,771,0,0,636,2000,1407,771,74,0,0,0,0,0,636,0,0,0,126,12,0,1980-01-06T03:01:24
315964885,492000,88217,75,75,2282,2282,0,0,782,782,782,782,0,0,643,2000,1425,782,75,0,0,0,0,0,643,0,0,0,136,12,0,1980-01-06T03:01:25
315964886,454000,89219,76,76,2309,2309,0,0,791,791,791,791,0,0,651,2000,1442,791,76,0,0,0,0,0,651,0,0,0,144,12,0,1980-01-06T03:01:26
315964887,417000,90222,77,77,2340,2340,0,0,802,802,802,802,0,0,659,2000,1461,802,77,0,0,0,0,0,659,0,0,0,154,12,0,1980-01-06T03:01:27
315964888,379000,91225,78,78,2366,2366,0,0,811,811,811,811,0,0,666,2000,1477,811,78,0,0,0,0,0,666,0,0,0,162,12,0,1980-01-06T03:01:28
315964889,339000,92224,79,79,2397,2397,0,0,822,822,822,822,0,0,674,2000,1496,822,79,0,0,0,0,0,674,0,0,0,172,12,0,1980-01-06T03:01:29
315964890,301000,93226,80,80,2424,2424,0,0,831,831,831,831,0,0,682,2000,1513,831,80,0,0,0,0,0,682,0,0,0,180,12,0,1980-01-06T03:01:30
315964891,571000,94226,81,81,2455,2455,0,0,842,842,842,842,0,0,690,2000,1532,842,81,0,0,0,0,0,690,0,0,0,190,12,0,1980-01-06T03:01:31
