time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,12000,5160,13.9375,39,12,1,1970-01-01T03:00:01
4,855000,5187,14.0,47,12,1,1970-01-01T03:00:04
5,812000,6069,14.0,53,12,1,1970-01-01T03:00:05
315964804,37000,7072,14.0,79,12,1,1980-01-06T03:00:04
315964804,997000,8072,14.0,109,12,1,1980-01-06T03:00:04
315964805,955000,9068,14.0,117,12,1,1980-01-06T03:00:05
315964806,915000,10068,14.0,139,12,1,1980-01-06T03:00:06
315964807,877000,11071,14.0,164,12,1,1980-01-06T03:00:07
315964808,837000,12071,14.0,191,12,1,1980-01-06T03:00:08
315964809,796000,13069,14.0,225,12,1,1980-01-06T03:00:09
315964810,755000,14069,14.0625,235,12,1,1980-01-06T03:00:10
315964811,717000,15071,14.0,243,12,1,1980-01-06T03:00:11
315964812,676000,16070,14.0625,253,12,1,1980-01-06T03:00:12
315964813,942000,17068,14.0,5,12,1,1980-01-06T03:00:13
315964814,905000,18071,14.0,15,12,1,1980-01-06T03:00:14
315964815,863000,19069,14.0,23,12,1,1980-01-06T03:00:15
315964816,822000,20069,14.0625,33,12,1,1980-01-06T03:00:16
315964817,784000,21071,14.0,41,12,1,1980-01-06T03:00:17
315964818,744000,22070,14.0625,51,12,1,1980-01-06T03:00:18
315964819,705000,23072,14.0,59,12,1,1980-01-06T03:00:19
315964820,665000,24071,14.0625,69,12,1,1980-01-06T03:00:20
315964821,933000,25069,14.0625,77,12,1,1980-01-06T03:00:21
315964825,772000,29757,14.0625,186,12,1,1980-01-06T03:00:25
315964826,733000,30069,14.0625,190,12,1,1980-01-06T03:00:26
315964827,695000,31071,14.0625,198,12,1,1980-01-06T03:00:27
315964828,655000,32071,14.0625,221,12,1,1980-01-06T03:00:28
315964829,612000,33069,14.0,229,12,1,1980-01-06T03:00:29
315964830,572000,34068,14.0625,239,12,1,1980-01-06T03:00:30
315964831,947000,35070,14.0625,247,12,1,1980-01-06T03:00:31
315964832,906000,36070,14.0625,9,12,1,1980-01-06T03:00:32
315964833,868000,37072,14.0625,17,12,1,1980-01-06T03:00:33
315964834,828000,38071,14.0625,27,12,1,1980-01-06T03:00:34
315964835,786000,39069,14.0625,35,12,1,1980-01-06T03:00:35
315964836,745000,40069,14.0625,53,12,1,1980-01-06T03:00:36
315964837,707000,41070,14.0625,61,12,1,1980-01-06T03:00:37
315964838,667000,42070,14.0625,91,12,1,1980-01-06T03:00:38
315964839,937000,43068,14.0625,99,12,1,1980-01-06T03:00:39
315964840,897000,44068,14.0625,118,12,1,1980-01-06T03:00:40
315964841,858000,45070,14.0625,126,12,1,1980-01-06T03:00:41
315964842,818000,46070,14.0625,154,12,1,1980-01-06T03:00:42
315964843,776000,47068,14.0625,162,12,1,1980-01-06T03:00:43
315964844,736000,48068,14.0625,180,12,1,1980-01-06T03:00:44
315964845,698000,49070,14.0625,188,12,1,1980-01-06T03:00:45
315964846,658000,50070,14.0625,201,12,1,1980-01-06T03:00:46
315964847,929000,51071,14.0625,209,12,1,1980-01-06T03:00:47
315964848,889000,52071,14.0625,232,12,1,1980-01-06T03:00:48
315964849,847000,53069,14.0625,240,12,1,1980-01-06T03:00:49
315964850,807000,54069,14.0625,254,12,1,1980-01-06T03:00:50
315964851,768000,55071,14.0625,6,12,1,1980-01-06T03:00:51
315964852,728000,56071,14.0625,16,12,1,1980-01-06T03:00:52
315964853,686000,57068,14.0625,24,12,1,1980-01-06T03:00:53
315964857,526000,61550,14.125,50,12,1,1980-01-06T03:00:57
315964858,487000,62070,14.125,54,12,1,1980-01-06T03:00:58
315964859,447000,63069,14.125,64,12,1,1980-01-06T03:00:59
315964860,817000,64071,14.125,72,12,1,1980-01-06T03:01:00
315964861,777000,65071,14.125,82,12,1,1980-01-06T03:01:01
315964862,735000,66069,14.125,90,12,1,1980-01-06T03:01:02
315964863,694000,67068,14.125,100,12,1,1980-01-06T03:01:03
315964864,656000,68070,14.125,108,12,1,1980-01-06T03:01:04
315964865,616000,69070,14.125,118,12,1,1980-01-06T03:01:05
315964866,941000,70072,14.125,126,12,1,1980-01-06T03:01:06
315964867,900000,71071,14.125,136,12,1,1980-01-06T03:01:07
315964868,858000,72069,14.125,144,12,1,1980-01-06T03:01:08
315964869,818000,73069,14.125,154,12,1,1980-01-06T03:01:09
315964870,780000,74071,14.125,162,12,1,1980-01-06T03:01:10
315964871,739000,75070,14.125,172,12,1,1980-01-06T03:01:11
315964872,697000,76068,14.125,180,12,1,1980-01-06T03:01:12
315964873,660000,77072,14.1875,190,12,1,1980-01-06T03:01:13
315964874,927000,78070,14.1875,198,12,1,1980-01-06T03:01:14
315964875,887000,79069,14.1875,208,12,1,1980-01-06T03:01:15
315964876,849000,80071,14.1875,216,12,1,1980-01-06T03:01:16
315964877,808000,81071,14.1875,226,12,1,1980-01-06T03:01:17
315964878,767000,82069,14.1875,234,12,1,1980-01-06T03:01:18
315964879,726000,83068,14.1875,244,12,1,1980-01-06T03:01:19
315964880,688000,84070,14.1875,252,12,1,1980-01-06T03:01:20
315964881,941000,85070,14.1875,6,12,1,1980-01-06T03:01:21
315964882,903000,86072,14.1875,14,12,1,1980-01-06T03:01:22
315964883,862000,87071,14.1875,24,12,1,1980-01-06T03:01:23
315964884,820000,88069,14.1875,32,12,1,1980-01-06T03:01:24
315964885,780000,89069,14.1875,42,12,1,1980-01-06T03:01:25
315964886,742000,90071,14.25,50,12,1,1980-01-06T03:01:26
315964887,701000,91070,14.25,60,12,1,1980-01-06T03:01:27
315964888,660000,92068,14.25,68,12,1,1980-01-06T03:01:28
315964889,952000,93072,14.25,78,12,1,1980-01-06T03:01:29
315964890,910000,94069,14.25,86,12,1,1980-01-06T03:01:30
315964891,869000,95069,14.25,96,12,1,1980-01-06T03:01:31
315964892,831000,96071,14.25,104,12,1,1980-01-06T03:01:32
315964893,791000,97070,14.25,114,12,1,1980-01-06T03:01:33
315964894,749000,98068,14.25,122,12,1,1980-01-06T03:01:34
315964895,712000,99072,14.25,132,12,1,1980-01-06T03:01:35
315964896,670000,100070,14.25,140,12,1,1980-01-06T03:01:36
315964897,939000,101069,14.25,150,12,1,1980-01-06T03:01:37
315964898,900000,102071,14.25,158,12,1,1980-01-06T03:01:38
315964899,860000,103070,14.25,168,12,1,1980-01-06T03:01:39
315964900,818000,104068,14.25,176,12,1,1980-01-06T03:01:40
315964901,781000,105072,14.25,186,12,1,1980-01-06T03:01:41
315964902,739000,106070,14.3125,194,12,1,1980-01-06T03:01:42
315964903,698000,107069,14.3125,204,12,1,1980-01-06T03:01:43
315964904,660000,108071,14.3125,212,12,1,1980-01-06T03:01:44
315964907,20000,109070,14.3125,222,12,1,1980-01-06T03:01:47
315964907,978000,110068,14.3125,230,12,1,1980-01-06T03:01:47
315964908,941000,111072,14.3125,240,12,1,1980-01-06T03:01:48
315964909,899000,112070,14.3125,248,12,1,1980-01-06T03:01:49
315964910,859000,113069,14.3125,2,12,1,1980-01-06T03:01:50
315964913,677000,114071,14.3125,10,12,1,1980-01-06T03:01:53
