time_s,time_us,time_steady,temperature,seq,srcSystem,srcComponent,time_gregorian
1,12000,1065,13.6875,2,12,0,1970-01-01T03:00:01
4,855000,5183,13.6875,46,12,0,1970-01-01T03:00:04
5,812000,6064,13.75,52,12,0,1970-01-01T03:00:05
315964804,37000,7066,13.6875,78,12,0,1980-01-06T03:00:04
315964804,997000,8066,13.75,108,12,0,1980-01-06T03:00:04
315964805,955000,9064,13.75,116,12,0,1980-01-06T03:00:05
315964806,915000,10064,13.75,138,12,0,1980-01-06T03:00:06
315964807,877000,11067,13.75,163,12,0,1980-01-06T03:00:07
315964808,837000,12067,13.75,190,12,0,1980-01-06T03:00:08
315964809,796000,13065,13.75,224,12,0,1980-01-06T03:00:09
315964810,755000,14065,13.75,234,12,0,1980-01-06T03:00:10
315964811,717000,15067,13.75,242,12,0,1980-01-06T03:00:11
315964812,676000,16066,13.75,252,12,0,1980-01-06T03:00:12
315964813,942000,17064,13.75,4,12,0,1980-01-06T03:00:13
315964814,905000,18067,13.75,14,12,0,1980-01-06T03:00:14
315964815,863000,19065,13.75,22,12,0,1980-01-06T03:00:15
315964816,822000,20065,13.75,32,12,0,1980-01-06T03:00:16
315964817,784000,21067,13.75,40,12,0,1980-01-06T03:00:17
315964818,744000,22066,13.75,50,12,0,1980-01-06T03:00:18
315964819,705000,23068,13.75,58,12,0,1980-01-06T03:00:19
315964820,665000,24067,13.75,68,12,0,1980-01-06T03:00:20
315964821,933000,25065,13.75,76,12,0,1980-01-06T03:00:21
315964825,772000,29752,13.75,184,12,0,1980-01-06T03:00:25
315964826,733000,30065,13.75,189,12,0,1980-01-06T03:00:26
315964827,695000,31067,13.75,197,12,0,1980-01-06T03:00:27
315964828,655000,32067,13.75,220,12,0,1980-01-06T03:00:28
315964829,612000,33065,13.75,228,12,0,1980-01-06T03:00:29
315964830,572000,34064,13.75,238,12,0,1980-01-06T03:00:30
315964831,947000,35066,13.75,246,12,0,1980-01-06T03:00:31
315964832,906000,36066,13.75,8,12,0,1980-01-06T03:00:32
315964833,868000,37068,13.8125,16,12,0,1980-01-06T03:00:33
315964834,828000,38067,13.8125,26,12,0,1980-01-06T03:00:34
315964835,786000,39065,13.8125,34,12,0,1980-01-06T03:00:35
315964836,745000,40064,13.8125,52,12,0,1980-01-06T03:00:36
315964837,707000,41066,13.8125,60,12,0,1980-01-06T03:00:37
315964838,667000,42066,13.8125,90,12,0,1980-01-06T03:00:38
315964839,937000,43064,13.8125,98,12,0,1980-01-06T03:00:39
315964840,897000,44064,13.8125,117,12,0,1980-01-06T03:00:40
315964841,858000,45066,13.8125,125,12,0,1980-01-06T03:00:41
315964842,818000,46066,13.8125,153,12,0,1980-01-06T03:00:42
315964843,776000,47064,13.8125,161,12,0,1980-01-06T03:00:43
315964844,736000,48064,13.8125,179,12,0,1980-01-06T03:00:44
315964845,698000,49066,13.8125,187,12,0,1980-01-06T03:00:45
315964846,658000,50065,13.8125,200,12,0,1980-01-06T03:00:46
315964847,929000,51067,13.8125,208,12,0,1980-01-06T03:00:47
315964848,889000,52067,13.875,231,12,0,1980-01-06T03:00:48
315964849,847000,53065,13.875,239,12,0,1980-01-06T03:00:49
315964850,807000,54065,13.875,253,12,0,1980-01-06T03:00:50
315964851,768000,55067,13.875,5,12,0,1980-01-06T03:00:51
315964852,728000,56066,13.875,15,12,0,1980-01-06T03:00:52
315964853,686000,57064,13.875,23,12,0,1980-01-06T03:00:53
315964857,526000,61546,13.875,49,12,0,1980-01-06T03:00:57
315964858,487000,62066,13.875,53,12,0,1980-01-06T03:00:58
315964859,447000,63065,13.9375,63,12,0,1980-01-06T03:00:59
315964860,817000,64067,13.9375,71,12,0,1980-01-06T03:01:00
315964861,777000,65067,13.9375,81,12,0,1980-01-06T03:01:01
315964862,735000,66065,13.9375,89,12,0,1980-01-06T03:01:02
315964863,694000,67064,13.9375,99,12,0,1980-01-06T03:01:03
315964864,656000,68066,13.9375,107,12,0,1980-01-06T03:01:04
315964865,616000,69066,14.0,117,12,0,1980-01-06T03:01:05
315964866,941000,70068,13.9375,125,12,0,1980-01-06T03:01:06
315964867,900000,71067,14.0,135,12,0,1980-01-06T03:01:07
315964868,858000,72065,14.0,143,12,0,1980-01-06T03:01:08
315964869,818000,73065,14.0,153,12,0,1980-01-06T03:01:09
315964870,780000,74067,14.0,161,12,0,1980-01-06T03:01:10
315964871,739000,75066,14.0,171,12,0,1980-01-06T03:01:11
315964872,697000,76064,14.0,179,12,0,1980-01-06T03:01:12
315964873,660000,77067,14.0,189,12,0,1980-01-06T03:01:13
315964874,927000,78065,14.0,197,12,0,1980-01-06T03:01:14
315964875,887000,79065,14.0,207,12,0,1980-01-06T03:01:15
315964876,849000,80067,14.0625,215,12,0,1980-01-06T03:01:16
315964877,808000,81066,14.0,225,12,0,1980-01-06T03:01:17
315964878,767000,82065,14.0625,233,12,0,1980-01-06T03:01:18
315964879,726000,83064,14.0625,243,12,0,1980-01-06T03:01:19
315964880,688000,84066,14.0625,251,12,0,1980-01-06T03:01:20
315964881,941000,85066,14.0625,5,12,0,1980-01-06T03:01:21
315964882,903000,86068,14.0625,13,12,0,1980-01-06T03:01:22
315964883,862000,87067,14.0625,23,12,0,1980-01-06T03:01:23
315964884,820000,88065,14.0625,31,12,0,1980-01-06T03:01:24
315964885,780000,89065,14.125,41,12,0,1980-01-06T03:01:25
315964886,742000,90067,14.125,49,12,0,1980-01-06T03:01:26
315964887,701000,91066,14.125,59,12,0,1980-01-06T03:01:27
315964888,660000,92064,14.125,67,12,0,1980-01-06T03:01:28
315964889,952000,93067,14.125,77,12,0,1980-01-06T03:01:29
315964890,910000,94065,14.125,85,12,0,1980-01-06T03:01:30
315964891,869000,95065,14.125,95,12,0,1980-01-06T03:01:31
315964892,831000,96067,14.125,103,12,0,1980-01-06T03:01:32
315964893,791000,97066,14.125,113,12,0,1980-01-06T03:01:33
315964894,749000,98064,14.1875,121,12,0,1980-01-06T03:01:34
315964895,712000,99068,14.1875,131,12,0,1980-01-06T03:01:35
315964896,670000,100066,14.1875,139,12,0,1980-01-06T03:01:36
315964897,939000,101065,14.1875,149,12,0,1980-01-06T03:01:37
315964898,900000,102067,14.1875,157,12,0,1980-01-06T03:01:38
315964899,860000,103066,14.1875,167,12,0,1980-01-06T03:01:39
315964900,818000,104064,14.1875,175,12,0,1980-01-06T03:01:40
315964901,781000,105068,14.25,185,12,0,1980-01-06T03:01:41
315964902,739000,106065,14.25,193,12,0,1980-01-06T03:01:42
315964903,698000,107065,14.25,203,12,0,1980-01-06T03:01:43
315964904,660000,108067,14.25,211,12,0,1980-01-06T03:01:44
315964907,20000,109066,14.25,221,12,0,1980-01-06T03:01:47
315964907,978000,110064,14.25,229,12,0,1980-01-06T03:01:47
315964908,941000,111068,14.25,239,12,0,1980-01-06T03:01:48
315964909,899000,112066,14.25,247,12,0,1980-01-06T03:01:49
315964910,859000,113065,14.3125,1,12,0,1980-01-06T03:01:50
315964913,677000,114067,14.3125,9,12,0,1980-01-06T03:01:53
315964914,637000,115067,14.3125,19,12,0,1980-01-06T03:01:54
315964915,595000,116065,14.3125,27,12,0,1980-01-06T03:01:55
315964916,554000,117064,14.3125,37,12,0,1980-01-06T03:01:56
315964917,516000,118066,14.3125,45,12,0,1980-01-06T03:01:57
315964918,476000,119065,14.375,55,12,0,1980-01-06T03:01:58
315964919,438000,120067,14.375,63,12,0,1980-01-06T03:01:59
315964920,397000,121067,14.375,73,12,0,1980-01-06T03:02:00
315964921,666000,122065,14.375,81,12,0,1980-01-06T03:02:01
315964922,626000,123064,14.375,91,12,0,1980-01-06T03:02:02
315964923,588000,124066,14.375,99,12,0,1980-01-06T03:02:03
315964924,547000,125066,14.375,109,12,0,1980-01-06T03:02:04
315964925,506000,126064,14.4375,117,12,0,1980-01-06T03:02:05
315964926,469000,127067,14.4375,127,12,0,1980-01-06T03:02:06
315964927,427000,128065,14.4375,135,12,0,1980-01-06T03:02:07
315964928,387000,129065,14.4375,145,12,0,1980-01-06T03:02:08
315964929,658000,130067,14.4375,153,12,0,1980-01-06T03:02:09
315964930,618000,135979,14.4375,160,12,0,1980-01-06T03:02:10
315964935,415000,136064,14.5,166,12,0,1980-01-06T03:02:15
315964936,377000,137066,14.5,174,12,0,1980-01-06T03:02:16
315964937,337000,138066,14.5,184,12,0,1980-01-06T03:02:17
315964938,299000,139068,14.5625,192,12,0,1980-01-06T03:02:18
315964939,258000,140067,14.5625,202,12,0,1980-01-06T03:02:19
315964939,39000,141065,14.5625,210,12,0,1980-01-06T03:02:19
315964939,999000,142065,14.5625,220,12,0,1980-01-06T03:02:19
